batch_data,timestamp,area_name,people
2025-09-04,2025-09-04 12:10:06 UTC,Ullevaal_Stadion,5104
2025-09-04,2025-09-04 12:15:10 UTC,Ullevaal_Stadion,5078
2025-09-04,2025-09-04 12:20:05 UTC,Ullevaal_Stadion,5224
2025-09-04,2025-09-04 12:25:05 UTC,Ullevaal_Stadion,5231
2025-09-04,2025-09-04 12:30:06 UTC,Ullevaal_Stadion,5287
2025-09-04,2025-09-04 12:35:06 UTC,Ullevaal_Stadion,5322
2025-09-04,2025-09-04 12:40:05 UTC,Ullevaal_Stadion,5156
2025-09-04,2025-09-04 12:45:09 UTC,Ullevaal_Stadion,5304
2025-09-04,2025-09-04 12:50:11 UTC,Ullevaal_Stadion,5471
2025-09-04,2025-09-04 12:55:06 UTC,Ullevaal_Stadion,5324
2025-09-04,2025-09-04 13:00:11 UTC,Ullevaal_Stadion,5236
2025-09-04,2025-09-04 13:05:14 UTC,Ullevaal_Stadion,5356
2025-09-04,2025-09-04 13:10:09 UTC,Ullevaal_Stadion,5309
2025-09-04,2025-09-04 13:15:09 UTC,Ullevaal_Stadion,5331
2025-09-04,2025-09-04 13:20:06 UTC,Ullevaal_Stadion,5409
2025-09-04,2025-09-04 13:25:06 UTC,Ullevaal_Stadion,5387
2025-09-04,2025-09-04 13:30:06 UTC,Ullevaal_Stadion,5358
2025-09-04,2025-09-04 13:35:12 UTC,Ullevaal_Stadion,5460
2025-09-04,2025-09-04 13:40:06 UTC,Ullevaal_Stadion,5411
2025-09-04,2025-09-04 13:45:06 UTC,Ullevaal_Stadion,5518
2025-09-04,2025-09-04 13:50:04 UTC,Ullevaal_Stadion,5429
2025-09-04,2025-09-04 13:55:10 UTC,Ullevaal_Stadion,5511
2025-09-04,2025-09-04 14:00:09 UTC,Ullevaal_Stadion,5967
2025-09-04,2025-09-04 14:05:13 UTC,Ullevaal_Stadion,5962
2025-09-04,2025-09-04 14:10:08 UTC,Ullevaal_Stadion,6200
2025-09-04,2025-09-04 14:15:07 UTC,Ullevaal_Stadion,6487
2025-09-04,2025-09-04 14:20:06 UTC,Ullevaal_Stadion,6522
2025-09-04,2025-09-04 14:25:10 UTC,Ullevaal_Stadion,6918
2025-09-04,2025-09-04 14:30:13 UTC,Ullevaal_Stadion,7213
2025-09-04,2025-09-04 14:35:10 UTC,Ullevaal_Stadion,7444
2025-09-04,2025-09-04 14:40:05 UTC,Ullevaal_Stadion,7560
2025-09-04,2025-09-04 14:45:06 UTC,Ullevaal_Stadion,7960
2025-09-04,2025-09-04 14:50:10 UTC,Ullevaal_Stadion,8662
2025-09-04,2025-09-04 14:55:06 UTC,Ullevaal_Stadion,8780
2025-09-04,2025-09-04 15:00:07 UTC,Ullevaal_Stadion,9542
2025-09-04,2025-09-04 15:05:06 UTC,Ullevaal_Stadion,9867
2025-09-04,2025-09-04 15:10:05 UTC,Ullevaal_Stadion,10553
2025-09-04,2025-09-04 15:15:10 UTC,Ullevaal_Stadion,11191
2025-09-04,2025-09-04 15:20:09 UTC,Ullevaal_Stadion,12149
2025-09-04,2025-09-04 15:25:11 UTC,Ullevaal_Stadion,12807
2025-09-04,2025-09-04 15:30:11 UTC,Ullevaal_Stadion,13587
2025-09-04,2025-09-04 15:35:05 UTC,Ullevaal_Stadion,14971
